Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount,Churn
18,9,4,Fashion,3,Single,7,1,,227.09,0
12,9,4,Fashion,4,Single,9,0,1,198.51,0
9,32,4,Fashion,3,Married,3,1,,228.88,0
,16,2,Mobile,3,Divorced,4,1,7,122.13,0
7,14,1,Laptop & Accessory,3,Married,3,0,2,144.04,0
29,29,3,Grocery,4,Married,5,1,9,234.02,0
,13,3,Mobile,5,Single,4,0,2,120.62,0
27,5,3,Laptop & Accessory,3,Single,8,0,0,137.8,0
18,,3,Laptop & Accessory,4,Married,9,0,15,123.48,0
1,8,5,Laptop & Accessory,5,Married,3,0,,222.14,1
0,22,1,Mobile,5,Single,2,0,14,127.43,1
1,24,5,Mobile Phone,4,Married,3,0,1,146.27,0
8,30,4,Laptop & Accessory,3,Single,2,0,8,170.68,0
8,15,4,Fashion,3,Divorced,2,1,15,206.85,0
18,26,3,Grocery,1,Married,1,1,10,234.96,0
0,6,3,Laptop & Accessory,4,Married,2,0,4,163.97,0
20,,3,Mobile,3,Single,5,0,0,124.79,1
23,25,5,Others,3,Married,3,1,10,320.02,0
6,7,5,Mobile Phone,4,Divorced,8,0,3,148.32,0
13,25,3,Laptop & Accessory,2,Divorced,9,1,7,127.41,0
,7,3,Mobile Phone,1,Single,2,0,0,116.11,0
23,15,4,Fashion,4,Married,6,0,8,199.03,0
27,20,3,Laptop & Accessory,5,Married,3,0,4,169.5,0
19,14,2,Laptop & Accessory,3,Married,6,0,3,189.34,0
1,16,5,Mobile Phone,5,Single,2,1,3,148.21,1
23,8,4,Grocery,3,Single,6,0,1,278.79,0
0,8,3,Mobile Phone,1,Divorced,7,1,2,137.22,1
2,17,4,Laptop & Accessory,3,Single,5,0,8,161.6,0
7,8,3,Laptop & Accessory,3,Single,3,0,2,140.33,0
1,11,3,Laptop & Accessory,5,Single,1,0,3,184.63,0
4,19,4,Laptop & Accessory,3,Single,2,0,5,190.77,0
15,8,3,Laptop & Accessory,2,Divorced,2,0,2,140.89,0
17,9,3,Others,1,Married,5,1,1,295.13,0
9,16,3,Fashion,5,Married,8,1,7,183.21,0
2,27,1,Fashion,5,Married,2,0,8,199.8,0
1,16,4,Mobile Phone,3,Married,3,0,3,152.42,1
29,33,5,Others,1,Married,3,0,14,320.86,0
19,9,4,Laptop & Accessory,4,Divorced,2,0,8,173.05,0
12,9,4,Laptop & Accessory,5,Married,5,0,8,193.93,0
16,25,4,Laptop & Accessory,5,Married,8,1,3,179.1,0
5,21,3,Laptop & Accessory,1,Married,6,0,2,166.67,0
14,35,5,Fashion,5,Married,6,1,1,233.54,1
1,26,5,Mobile Phone,5,Married,3,0,8,165.66,0
13,15,4,Laptop & Accessory,2,Divorced,10,0,2,148.76,0
1,35,3,Laptop & Accessory,5,Divorced,8,1,0,166.73,1
28,8,3,Fashion,4,Divorced,4,0,,209.76,0
12,14,3,Mobile Phone,3,Divorced,2,0,7,137.55,0
27,8,3,Fashion,3,Married,10,0,3,235.49,0
5,15,2,Mobile Phone,4,Single,11,0,3,146.09,0
0,22,3,Fashion,5,Single,3,1,0,185.64,1
6,16,1,Fashion,3,Married,1,1,8,183.8,0
9,15,3,Fashion,1,Married,5,0,3,200.96,1
,6,3,Mobile,5,Single,3,0,2,120.8,0
23,17,3,Others,4,Single,4,0,4,299.26,0
1,13,6,Mobile Phone,3,Married,2,0,1,148.51,1
0,14,3,Mobile,1,Single,2,0,4,134.45,0
19,19,3,Laptop & Accessory,4,Single,7,0,9,155.62,0
23,7,4,Mobile Phone,5,Divorced,4,0,3,160.8,0
0,6,4,Mobile Phone,5,Divorced,2,0,3,139.55,0
1,17,4,Laptop & Accessory,3,Married,3,1,4,167.6,0
7,8,3,Laptop & Accessory,2,Single,2,0,11,166.87,0
9,11,4,Mobile,5,Married,10,1,0,134.19,0
8,22,4,Fashion,1,Married,3,0,6,204.78,1
6,15,2,Laptop & Accessory,3,Married,7,0,4,176.75,0
7,15,3,Fashion,2,Married,1,0,6,185,0
26,9,5,Others,3,Single,3,1,13,315.68,0
9,12,3,Mobile,1,Married,1,0,11,132.1,0
12,17,4,Laptop & Accessory,3,Married,5,0,3,185.77,0
18,9,4,Fashion,3,Single,7,1,,227.09,0
1,10,4,Laptop & Accessory,3,Divorced,2,1,3,166.71,1
3,11,4,Laptop & Accessory,3,Married,2,0,2,161.18,0
12,18,3,Laptop & Accessory,4,Married,5,0,0,152.95,0
15,,4,Mobile,5,Married,1,1,8,125.93,0
1,11,5,Laptop & Accessory,2,Single,3,1,4,169.87,0
23,14,5,Fashion,3,Single,10,0,1,234.65,0
9,25,4,Laptop & Accessory,3,Married,3,1,3,181.89,0
7,9,3,Laptop & Accessory,4,Married,2,0,9,154.33,0
1,17,5,Mobile Phone,5,Single,3,0,1,139.16,1
1,9,4,Mobile Phone,5,Married,3,1,1,145.74,1
0,14,4,Laptop & Accessory,5,Single,7,0,2,153.26,1
6,17,4,Fashion,1,Single,4,0,1,237.44,0
15,35,5,Laptop & Accessory,2,Single,5,0,0,142.72,0
8,6,3,Fashion,3,Single,2,0,8,187.89,0
10,23,5,Laptop & Accessory,5,Married,6,0,3,181.47,0
10,27,3,Mobile,2,Divorced,6,0,0,129.73,0
3,10,4,Laptop & Accessory,3,Divorced,6,1,1,177.38,1
12,9,5,Fashion,3,Married,5,1,3,202.56,0
4,8,3,Mobile,3,Married,2,0,3,134.77,0
,23,4,Mobile,4,Married,2,0,0,121.27,0
30,6,4,Laptop & Accessory,3,Single,8,0,3,154.73,0
22,16,3,Others,5,Single,10,1,2,286.65,0
8,22,4,Grocery,5,Married,9,0,10,295.07,0
1,9,2,Mobile Phone,5,Single,9,0,2,159.24,0
1,10,4,Mobile Phone,1,Married,3,0,1,142.06,0
7,15,4,Laptop & Accessory,3,Married,2,0,3,196.04,0
19,11,4,Laptop & Accessory,4,Married,3,0,9,169.47,0
,27,1,Mobile,4,Married,2,0,13,120.28,0
1,10,5,Fashion,2,Divorced,3,1,,228.25,1
12,13,5,Mobile Phone,3,Married,3,0,5,162.02,0
20,32,3,Others,3,Married,4,0,0,296.58,0
21,8,2,Laptop & Accessory,4,Divorced,4,0,2,181.2,0
17,34,1,Grocery,2,Divorced,4,1,11,233.2,0
2,7,4,Mobile Phone,5,Married,3,0,3,160.91,0
2,8,3,Mobile,4,Divorced,1,0,2,131.8,0
3,6,3,Mobile Phone,4,Divorced,1,1,7,135.79,0
9,17,4,Mobile Phone,2,Married,3,0,3,164.17,0
5,11,4,Laptop & Accessory,1,Single,9,0,0,196.79,0
30,16,3,Grocery,3,Single,1,0,8,238.72,0
1,7,5,Mobile Phone,3,Married,3,1,1,154.33,0
19,6,3,Others,2,Married,10,0,2,296.27,0
5,11,4,Laptop & Accessory,4,Single,3,0,,218.55,1
0,16,3,Fashion,5,Married,2,0,7,187.93,0
2,9,4,Laptop & Accessory,4,Married,6,0,5,173.55,1
23,23,4,Mobile Phone,5,Married,6,1,3,150.87,0
14,9,4,Mobile Phone,3,Married,4,0,3,145.01,0
6,8,3,Laptop & Accessory,4,Single,9,0,7,151.47,0
14,29,3,Fashion,3,Single,4,1,2,170.82,0
1,8,4,Mobile Phone,4,Single,3,1,3,148.02,1
1,7,4,Mobile Phone,2,Divorced,4,1,1,147.93,1
2,9,5,Mobile Phone,4,Married,2,0,5,157.01,0
3,12,4,Laptop & Accessory,1,Married,1,0,7,146.27,0
12,16,4,Mobile Phone,1,Married,4,0,4,172.71,0
1,12,4,Mobile Phone,3,Single,3,1,3,159.41,1
11,26,4,Mobile Phone,4,Married,6,0,1,155.22,0
12,9,2,Laptop & Accessory,5,Single,8,1,13,184.8,0
30,6,5,Laptop & Accessory,3,Married,3,1,2,156.6,0
6,15,2,Laptop & Accessory,3,Divorced,7,0,4,176.75,0
1,9,4,Mobile Phone,4,Married,3,0,3,147.26,0
8,15,4,Laptop & Accessory,3,Single,5,0,4,186.42,0
14,11,1,Laptop & Accessory,4,Single,4,0,2,168.7,0
14,21,5,Others,3,Single,3,0,10,321.26,0
2,36,6,Laptop & Accessory,4,Married,3,0,8,190.49,0
4,10,3,Laptop & Accessory,4,Single,2,0,7,193.55,1
3,9,4,Grocery,1,Married,9,0,6,246.69,1
20,10,4,Fashion,4,Married,9,1,10,203.33,0
11,23,4,Fashion,3,Married,1,0,9,188.23,0
11,7,3,Laptop & Accessory,1,Married,8,0,9,147.35,0
10,16,2,Mobile Phone,2,Single,4,0,0,146.8,0
11,6,3,Laptop & Accessory,4,Married,1,0,8,144.4,0
25,18,5,Grocery,4,Single,5,0,4,256.42,0
1,34,4,Laptop & Accessory,1,Single,3,1,8,183.13,1
14,33,4,Laptop & Accessory,5,Divorced,3,0,6,208.96,0
,6,3,Mobile,1,Single,2,0,7,121.15,0
26,10,5,Fashion,3,Divorced,4,1,5,204.69,0
28,16,4,Laptop & Accessory,3,Married,5,0,4,153.97,0
20,31,3,Fashion,3,Single,3,0,11,186.33,0
1,20,4,Laptop & Accessory,4,Single,7,0,1,182.65,1
1,7,5,Mobile Phone,4,Single,3,1,3,145.7,0
5,13,3,Laptop & Accessory,2,Divorced,5,0,3,192.04,0
1,31,5,Laptop & Accessory,4,Single,2,1,11,170.99,1
18,10,3,Laptop & Accessory,4,Divorced,2,0,8,144.47,0
1,11,2,Laptop & Accessory,4,Married,3,1,4,186.42,0
1,11,4,Mobile Phone,1,Single,11,1,1,147.85,1
1,31,4,Mobile Phone,4,Single,10,0,3,160.97,0
9,28,4,Laptop & Accessory,2,Divorced,3,1,8,165.14,0
7,21,3,Laptop & Accessory,5,Single,2,0,6,161.25,0
19,11,6,Fashion,3,Married,6,0,,222.56,0
3,16,4,Mobile Phone,3,Married,11,0,3,154.74,0
18,8,4,Mobile Phone,1,Married,6,1,3,156.95,0
11,6,1,Laptop & Accessory,1,Single,1,0,8,176.25,0
5,12,4,Mobile Phone,4,Married,3,0,3,152.89,0
21,10,4,Grocery,3,Married,11,1,14,262.7,0
27,15,3,Laptop & Accessory,3,Married,4,0,3,128.97,0
30,15,4,Mobile Phone,5,Married,6,1,3,167.57,0
4,7,6,Mobile Phone,3,Divorced,5,0,3,163.33,0
8,20,4,Fashion,3,Married,3,0,,211.28,0
1,18,4,Mobile Phone,5,Married,2,0,5,145.99,0
7,8,3,Laptop & Accessory,3,Single,3,0,2,140.33,0
12,10,4,Laptop & Accessory,2,Single,10,1,1,193.61,0
17,34,4,Fashion,5,Married,10,0,2,233.2,0
5,9,5,Laptop & Accessory,5,Married,5,0,1,189.1,0
9,15,4,Mobile Phone,3,Single,3,0,5,168.23,0
1,12,4,Mobile Phone,1,Single,2,1,3,148.79,0
24,36,5,Grocery,3,Divorced,2,0,8,295.46,0
7,24,5,Mobile Phone,3,Married,11,1,1,149.37,1
20,8,3,Grocery,1,Married,2,1,0,267.52,0
7,34,4,Laptop & Accessory,3,Married,2,0,7,167.12,0
2,6,1,Laptop & Accessory,3,Single,9,1,2,162.94,0
21,10,4,Grocery,1,Married,3,0,2,252.02,0
4,26,3,Mobile,4,Single,2,1,2,131.4,1
21,9,5,Mobile Phone,1,Single,3,1,3,157.94,0
5,7,3,Laptop & Accessory,5,Married,5,0,2,140.87,0
8,24,1,Laptop & Accessory,5,Married,2,0,10,152.08,0
12,7,4,Laptop & Accessory,1,Married,9,0,10,172.35,0
24,24,5,Fashion,5,Married,7,0,12,257.69,0
30,31,3,Fashion,5,Single,8,0,9,176.37,0
14,9,2,Laptop & Accessory,4,Divorced,3,0,8,167.44,0
9,7,4,Laptop & Accessory,3,Divorced,11,0,10,172.17,0
5,9,4,Mobile Phone,3,Married,3,0,4,159.77,0
30,24,3,Fashion,1,Single,7,0,4,205.12,0
1,12,4,Mobile Phone,4,Single,3,1,3,149.78,0
9,14,4,Mobile Phone,3,Divorced,3,0,1,149.04,0
3,8,4,Mobile Phone,5,Single,1,0,7,149.68,0
30,15,4,Mobile,4,Married,5,1,0,133.46,0
11,,4,Mobile,4,Single,2,0,3,124.4,0
14,34,4,Grocery,4,Married,1,0,10,235.7,0
26,32,5,Grocery,1,Married,5,0,1,263.26,0
4,16,3,Laptop & Accessory,1,Married,3,1,4,165.83,0
,8,1,Mobile,1,Married,2,0,7,120.11,0
18,11,4,Laptop & Accessory,4,Single,11,0,4,184.33,0
0,17,3,Laptop & Accessory,5,Married,2,1,3,147.41,0
19,,3,Mobile,3,Married,9,0,8,123.39,1
10,6,4,Mobile Phone,5,Divorced,3,0,2,139.2,0
11,,3,Mobile,4,Married,6,0,8,125.92,0
9,7,2,Mobile Phone,3,Single,5,0,3,150.06,0
15,30,3,Fashion,5,Married,2,1,8,174.06,0
20,25,4,Laptop & Accessory,3,Married,4,0,9,173.1,0
0,30,1,Mobile Phone,5,Single,2,0,0,110.91,1
1,30,4,Fashion,5,Married,11,1,,224.5,1
15,21,4,Mobile Phone,3,Married,6,0,9,149.51,0
27,6,3,Fashion,3,Married,8,0,4,205.02,0
9,14,3,Fashion,3,Married,2,0,8,200.96,0
6,15,2,Laptop & Accessory,1,Married,3,0,9,187.09,0
,15,3,Mobile,5,Single,4,0,0,120.18,1
12,6,3,Others,3,Married,2,1,6,291.97,0
27,15,4,Grocery,2,Divorced,7,0,3,243.36,0
23,29,4,Grocery,4,Married,5,0,3,289.13,0
5,9,4,Laptop & Accessory,5,Single,9,0,4,178.32,0
1,7,5,Mobile Phone,4,Single,3,1,3,146.74,1
11,15,4,Laptop & Accessory,4,Married,4,0,8,165.71,0
13,14,3,Laptop & Accessory,3,Married,4,1,3,167.96,1
16,8,3,Mobile,1,Single,1,0,8,135.39,0
,21,3,Mobile,3,Married,2,0,2,122.07,0
7,17,4,Laptop & Accessory,4,Divorced,5,0,8,144.9,0
1,9,4,Mobile Phone,3,Married,8,1,3,164.77,0
23,6,3,Laptop & Accessory,3,Divorced,1,0,13,163.47,0
28,6,4,Laptop & Accessory,3,Single,9,0,1,162.8,0
14,23,4,Mobile Phone,3,Married,11,0,1,160.44,0
10,35,3,Fashion,4,Married,2,1,,218.49,1
3,13,3,Mobile,4,Single,1,0,2,129.83,0
19,8,3,Grocery,5,Married,9,0,9,270.48,0
3,33,3,Laptop & Accessory,1,Married,8,0,7,153.04,0
0,,4,Mobile,3,Single,2,0,2,126.25,1
,6,3,Mobile,2,Divorced,3,1,0,122.93,1
,7,4,Mobile Phone,3,Married,2,0,0,115.63,0
31,9,4,Grocery,4,Married,6,0,15,287.91,0
3,15,3,Laptop & Accessory,3,Single,8,1,7,146.95,0
29,7,4,Others,5,Single,2,1,14,315.45,0
3,8,5,Grocery,1,Married,5,0,8,286.24,0
11,6,3,Fashion,3,Single,5,1,0,178.61,0
23,8,3,Grocery,5,Divorced,3,0,2,278.56,0
3,26,3,Laptop & Accessory,5,Married,1,0,2,199.57,0
21,9,4,Laptop & Accessory,1,Married,7,0,5,175.7,0
3,14,4,Laptop & Accessory,2,Married,3,1,1,191.23,0
18,8,5,Laptop & Accessory,3,Single,1,0,1,166.32,0
12,24,3,Laptop & Accessory,3,Single,1,0,7,145.34,0
1,9,6,Laptop & Accessory,1,Single,5,0,1,175.71,0
5,32,3,Laptop & Accessory,2,Divorced,1,0,2,144.65,0
14,14,5,Fashion,1,Single,3,0,3,206.5,1
11,8,3,Mobile,3,Married,7,1,1,130.57,0
13,9,5,Laptop & Accessory,3,Single,3,0,11,170.53,0
14,8,4,Grocery,5,Married,4,0,17,293.23,0
7,13,4,Laptop & Accessory,1,Married,5,0,8,202.25,0
10,10,4,Mobile Phone,4,Married,3,0,8,161.92,0
4,36,4,Fashion,4,Married,5,0,,217.5,0
0,25,4,Mobile Phone,5,Married,2,0,7,140.66,0
0,22,3,Mobile,4,Divorced,10,0,2,128.11,0
8,8,5,Laptop & Accessory,5,Single,2,0,10,178.43,0
1,23,6,Mobile Phone,5,Married,3,1,1,148.07,1
22,14,3,Fashion,4,Married,5,0,7,174.03,0
1,16,4,Laptop & Accessory,5,Married,6,0,8,178.46,1
8,33,3,Laptop & Accessory,3,Married,3,0,7,168.83,0
20,7,2,Grocery,5,Single,3,0,13,300.67,0
10,16,3,Mobile Phone,4,Married,2,0,7,139.36,0
18,8,3,Laptop & Accessory,4,Married,1,0,7,148.05,0
30,30,1,Fashion,1,Married,4,1,4,194.39,0
2,,3,Mobile,2,Single,2,0,5,123.4,0
6,10,4,Fashion,1,Single,5,0,8,236.59,0
20,20,4,Laptop & Accessory,4,Single,8,0,10,180.62,0
,34,3,Mobile,1,Married,5,0,3,121.32,0
13,14,3,Laptop & Accessory,3,Divorced,4,1,3,167.96,1
10,6,3,Fashion,2,Married,3,1,2,236.03,0
30,18,5,Laptop & Accessory,5,Married,6,0,1,178.8,0
18,7,3,Fashion,4,Married,2,0,7,174.41,0
,27,4,Mobile,5,Married,1,0,0,122.96,0
28,20,2,Others,4,Single,9,0,15,287.22,0
9,32,3,Laptop & Accessory,3,Married,7,0,2,153.47,0
18,17,4,Laptop & Accessory,1,Married,4,1,4,189.65,0
4,10,4,Mobile Phone,2,Divorced,6,0,5,145.97,0
24,9,4,Grocery,5,Divorced,4,0,3,303.56,0
1,16,4,Laptop & Accessory,5,Single,5,1,4,207.24,1
15,10,3,Others,1,Married,2,0,15,292.32,0
10,17,4,Fashion,3,Divorced,5,0,8,195.94,0
17,22,5,Laptop & Accessory,1,Married,5,0,3,193.04,0
10,10,4,Mobile Phone,4,Divorced,3,0,8,161.92,0
21,9,4,Others,4,Single,9,1,9,317.46,1
2,,3,Mobile,1,Married,5,0,7,125.14,0
10,10,4,Mobile Phone,4,Single,6,0,3,145.88,0
13,28,5,Laptop & Accessory,2,Divorced,5,1,5,186.2,0
20,10,3,Laptop & Accessory,3,Single,4,0,0,129.76,0
9,30,6,Mobile Phone,3,Married,2,0,4,152.05,0
4,9,3,Fashion,3,Married,10,0,2,236.75,0
,14,1,Mobile,4,Single,10,0,2,121.09,0
22,9,4,Laptop & Accessory,2,Divorced,4,0,8,165.51,0
23,27,4,Laptop & Accessory,5,Married,3,0,12,190.67,0
30,,3,Mobile,3,Married,2,0,2,123.72,0
5,13,4,Laptop & Accessory,3,Divorced,2,0,8,154.84,0
5,14,5,Fashion,3,Married,3,0,,214.43,0
15,8,3,Fashion,1,Married,3,1,9,201.24,0
0,22,1,Mobile,5,Single,2,0,14,127.43,1
12,19,5,Laptop & Accessory,5,Married,4,0,3,187.88,0
1,11,5,Mobile Phone,2,Divorced,2,0,5,156.62,0
1,9,4,Mobile Phone,4,Married,3,0,3,147.26,0
2,17,4,Mobile Phone,4,Divorced,3,0,1,135.52,0
0,17,1,Laptop & Accessory,3,Married,1,0,3,140.11,0
1,12,2,Laptop & Accessory,5,Married,3,0,6,165,0
17,9,4,Laptop & Accessory,1,Married,3,0,8,181.75,0
0,8,3,Laptop & Accessory,2,Divorced,1,0,2,142.27,0
16,7,4,Mobile Phone,5,Married,5,0,3,150.76,0
13,8,4,Laptop & Accessory,3,Divorced,7,0,0,134.48,0
2,34,6,Laptop & Accessory,5,Married,2,0,1,25,0
2,7,4,Mobile Phone,1,Married,3,0,4,145.44,0
25,17,3,Laptop & Accessory,3,Married,9,0,4,131.49,0
18,13,3,Mobile Phone,3,Married,5,1,2,144.77,0
6,16,4,Laptop & Accessory,2,Divorced,3,1,6,188.22,0
7,27,1,Laptop & Accessory,1,Single,2,0,7,153.37,0
15,8,3,Mobile,3,Married,1,1,0,126.96,0
1,9,4,Mobile Phone,5,Married,3,0,1,148.41,0
6,36,5,Mobile Phone,4,Single,3,0,2,153.37,0
11,34,2,Laptop & Accessory,3,Single,6,1,4,188.97,1
19,13,3,Fashion,3,Married,7,0,7,208.45,0
26,6,4,Fashion,4,Single,9,0,,229.45,0
12,28,3,Fashion,5,Single,2,1,8,208.8,0
,20,3,Mobile Phone,3,Single,2,0,0,115.14,0
11,13,4,Laptop & Accessory,2,Divorced,6,0,2,190.02,0
14,7,4,Grocery,5,Married,4,0,17,293.23,0
4,8,3,Laptop & Accessory,5,Single,8,0,3,153.32,0
16,10,2,Laptop & Accessory,1,Married,4,1,4,177.31,0
0,30,3,Mobile Phone,4,Single,9,0,2,135.97,0
21,9,4,Grocery,3,Married,5,0,7,296.69,0
5,19,4,Mobile Phone,2,Divorced,10,1,3,164.29,0
0,13,1,Mobile Phone,5,Single,1,0,7,135.78,0
14,15,5,Fashion,4,Married,4,0,9,262.57,0
15,35,3,Laptop & Accessory,3,Married,3,0,2,145.56,0
25,33,4,Grocery,3,Divorced,4,0,18,288.07,0
13,,3,Mobile,3,Married,3,0,2,123.45,0
20,11,5,Others,4,Married,4,0,9,312.89,0
1,11,4,Mobile Phone,3,Single,3,0,1,148.18,0
6,13,3,Laptop & Accessory,5,Married,1,0,3,143.73,0
30,7,3,Others,5,Married,4,1,5,297.01,0
8,35,5,Laptop & Accessory,3,Married,3,0,8,192.12,0
6,13,3,Laptop & Accessory,5,Divorced,1,0,3,143.73,0
11,16,6,Grocery,3,Married,9,0,11,254.36,1
8,29,3,Mobile Phone,5,Married,4,1,2,140.14,0
2,8,4,Mobile Phone,5,Married,3,0,3,160.91,0
8,13,4,Laptop & Accessory,3,Single,3,0,11,173.09,0
12,12,1,Fashion,3,Married,3,0,6,182.37,0
7,21,3,Fashion,1,Married,2,0,5,179.78,1
12,13,5,Laptop & Accessory,3,Married,4,0,8,178.21,0
22,24,3,Laptop & Accessory,1,Married,2,1,7,168.04,0
23,,3,Mobile,2,Divorced,5,0,0,123.8,0
0,15,1,Mobile Phone,3,Married,2,0,4,144.01,0
1,23,6,Mobile Phone,5,Single,3,1,8,164.19,1
14,13,3,Laptop & Accessory,3,Single,7,0,1,150.03,0
28,6,1,Grocery,2,Married,3,0,0,247.32,0
2,22,4,Mobile Phone,3,Married,3,0,3,147.07,0
7,15,5,Mobile Phone,2,Single,2,0,3,148.42,0
0,,3,Mobile,3,Married,2,0,3,125.17,0
0,10,4,Laptop & Accessory,1,Single,2,1,4,158.28,1
1,7,4,Mobile Phone,2,Single,3,1,9,151.86,1
1,33,5,Mobile Phone,3,Married,3,1,4,153.14,0
1,22,5,Mobile Phone,5,Married,2,0,4,172.74,0
18,,3,Laptop & Accessory,4,Married,9,0,15,123.48,0
7,14,4,Fashion,3,Divorced,2,0,8,241.91,0
29,15,5,Grocery,4,Married,3,1,1,260.77,0
12,17,4,Laptop & Accessory,2,Single,3,1,4,181.66,0
11,35,3,Laptop & Accessory,2,Divorced,4,0,7,162.61,0
16,31,4,Fashion,5,Married,3,1,9,199.06,0
6,22,4,Laptop & Accessory,1,Married,7,0,3,191.67,0
1,7,5,Mobile Phone,4,Single,3,1,3,145.7,0
1,24,4,Mobile Phone,3,Married,2,1,1,152.41,1
28,8,4,Others,5,Married,9,0,0,290.38,0
9,7,5,Fashion,5,Married,3,1,7,202.52,0
2,,4,Mobile,1,Married,7,0,3,125.32,0
0,6,4,Mobile Phone,3,Single,1,1,2,137.3,1
,9,3,Mobile,4,Single,5,0,2,120.88,0
18,7,4,Laptop & Accessory,5,Married,7,1,4,179.54,0
14,35,6,Fashion,5,Married,5,0,2,234.32,0
0,15,3,Mobile,5,Single,2,0,2,127.28,0
18,31,4,Laptop & Accessory,1,Married,1,0,8,159.06,0
2,25,3,Laptop & Accessory,1,Married,5,0,2,142.62,0
1,23,6,Mobile Phone,5,Single,3,1,8,164.19,1
29,7,4,Fashion,1,Married,5,0,,227.39,0
8,8,3,Laptop & Accessory,1,Married,3,0,7,157.62,0
27,7,5,Grocery,3,Married,6,1,3,254.65,0
24,7,4,Grocery,2,Married,11,0,4,298.99,0
6,31,4,Laptop & Accessory,1,Married,3,0,8,178.09,0
1,16,4,Mobile Phone,5,Single,3,0,3,152.28,0
27,13,4,Laptop & Accessory,2,Single,4,0,3,149.5,0
1,33,4,Mobile Phone,1,Married,3,0,3,154.04,0
0,,3,Mobile,4,Single,2,1,0,124.72,1
,6,3,Mobile,3,Married,8,0,2,122.32,0
5,7,6,Laptop & Accessory,3,Married,2,0,5,168.45,0
1,25,2,Mobile Phone,5,Married,2,0,1,154.56,1
15,29,4,Laptop & Accessory,1,Married,5,1,4,179.67,0
1,7,6,Mobile Phone,3,Single,3,0,1,138.59,1
8,27,2,Mobile Phone,3,Divorced,2,0,1,150.85,0
7,27,2,Laptop & Accessory,2,Single,2,0,7,153.37,0
7,10,3,Fashion,1,Married,3,1,0,197.13,0
14,7,4,Laptop & Accessory,3,Married,9,0,2,192.28,1
1,26,5,Mobile Phone,4,Married,3,1,1,149.13,1
10,22,4,Laptop & Accessory,3,Married,5,0,0,163.34,0
15,8,1,Laptop & Accessory,5,Divorced,8,0,3,162.72,0
11,32,4,Laptop & Accessory,3,Married,5,1,8,169.49,0
9,6,3,Laptop & Accessory,4,Married,1,0,5,152.28,0
,31,4,Mobile,4,Single,5,1,2,123.13,1
,8,3,Mobile,4,Married,2,0,2,122.26,0
23,15,5,Grocery,4,Divorced,8,0,4,256.2,0
0,8,4,Laptop & Accessory,4,Single,8,1,2,199.07,1
1,13,4,Mobile Phone,5,Married,6,1,3,145.73,1
7,14,3,Laptop & Accessory,3,Single,4,0,3,161.42,0
12,9,5,Laptop & Accessory,1,Married,5,0,6,177.49,0
1,11,4,Laptop & Accessory,3,Divorced,3,1,4,166.62,0
7,6,4,Fashion,5,Divorced,10,0,6,204.82,1
0,34,3,Laptop & Accessory,4,Divorced,2,0,4,162.72,0
2,33,3,Laptop & Accessory,3,Divorced,5,0,1,143.35,0
7,15,3,Laptop & Accessory,3,Divorced,2,0,3,157.14,0
7,8,4,Mobile Phone,5,Single,2,0,3,143.81,0
18,31,4,Laptop & Accessory,1,Married,1,0,8,159.06,0
9,34,4,Laptop & Accessory,3,Married,4,0,8,193.83,0
20,7,3,Fashion,4,Married,1,0,,219.57,0
,9,4,Mobile,2,Single,1,0,1,120.45,0
8,17,4,Mobile Phone,3,Single,3,1,3,154.36,1
12,30,4,Grocery,1,Married,1,0,,220.31,0
5,19,4,Laptop & Accessory,1,Married,2,1,6,183.55,0
14,9,4,Laptop & Accessory,4,Married,9,0,4,182.15,0
9,16,5,Fashion,3,Married,3,1,16,231.85,0
9,10,5,Mobile Phone,3,Divorced,3,0,1,137.81,0
19,8,5,Grocery,4,Married,4,1,7,268.72,0
28,8,5,Others,3,Divorced,5,0,11,291.87,0
4,8,4,Mobile Phone,4,Married,2,1,8,160.79,0
1,12,4,Mobile Phone,1,Single,3,0,3,156.17,0
28,24,4,Fashion,3,Divorced,10,0,9,232.39,0
10,16,3,Laptop & Accessory,4,Single,3,1,1,141.97,0
14,9,5,Mobile Phone,3,Single,4,0,3,153.09,0
14,18,4,Laptop & Accessory,3,Married,3,0,5,188.23,0
7,16,4,Laptop & Accessory,3,Married,2,0,7,150.63,0
0,9,3,Laptop & Accessory,3,Single,10,0,0,145.77,1
15,18,3,Laptop & Accessory,1,Married,4,1,0,150.87,0
20,29,3,Fashion,2,Divorced,2,0,6,203.12,1
11,16,5,Fashion,3,Married,4,0,11,232.06,0
0,,3,Mobile,2,Single,2,0,2,126.1,0
14,9,4,Others,3,Divorced,2,0,13,305.41,0
19,20,2,Grocery,3,Single,8,1,9,261.95,1
0,10,3,Mobile Phone,2,Divorced,2,1,6,136.91,1
0,,1,Mobile,2,Divorced,9,0,0,125.34,0
1,7,5,Laptop & Accessory,1,Married,8,0,3,172.75,0
1,8,4,Mobile Phone,1,Single,3,0,1,141.11,0
11,29,4,Fashion,3,Single,1,0,8,195.26,0
8,8,4,Mobile Phone,4,Married,3,1,4,148.42,1
1,22,4,Laptop & Accessory,3,Married,9,0,1,173.34,1
25,34,1,Grocery,3,Divorced,3,1,2,232.47,0
